Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
MDU,GL-05137,2024-08-17,H_8,22KT,G CHAIN,KERALA,L BC,18.0,1.0,8.12,45628.14,3.0,LALITHA,45059.13,6.0,8.0,1.2470593804612724,5619.229064039409,Fast Moving
MDU,GL-05409,2024-08-23,H_8,22KT,G CHAIN,KERALA,L BC,18.0,1.0,6.0,35750.19,9.0,LALITHA,34274.8,4.0,6.0,4.126943101561137,5958.365000000001,Fast Moving
CNI,GL-04401,2024-08-23,E_5,22KT,G CHAIN,KERALA,L BC,24.0,1.0,19.85,105719.95,273.0,KAMATCHI,87671.0,18.0,20.0,17.07241632255785,5325.942065491184,Slow Moving
CNI,GL-03683,2024-08-09,Y,22KT,G CHAIN,KERALA,LK HE,18.0,1.0,8.08,46314.38,265.0,ZINIYA,42402.0,6.0,8.0,8.447441161902626,5731.977722772277,Slow Moving
MDU,GL-05373,2024-08-22,H,22KT,G CHAIN,KERALA,LK HE,18.0,1.0,4.02,26865.47,22.0,LALITHA,24028.89,2.0,4.0,10.558460358221918,6682.952736318409,Fast Moving
CNI,GL-04380,2024-08-22,B,22KT,G CHAIN,KERALA,LK HE,24.0,1.0,11.85,60549.51,77.0,RAMANATHAN,62349.97,10.0,12.0,-2.973533559561422,5109.663291139241,Slow Moving
MDU,GL-04591,2024-08-04,M_37,22KT,G CHAIN,KERALA,CA R,16.0,1.0,15.09,76813.23,43.0,YUGESH MOULI,78700.56,14.0,16.0,-2.4570376743693787,5090.339960238568,Slow Moving
MDU,GL-04933,2024-08-11,B,22KT,G CHAIN,KERALA,CA R,24.0,1.0,24.36,133750.35,30.0,RAMAMOORTHY,123872.62,20.0,24.0,7.385199365833444,5490.572660098523,Fast Moving
CBT,GL-01770,2024-08-13,H,22KT,G CHAIN,KERALA,CA R,18.0,1.0,4.17,26509.55,13.0,RAJAPRABHU,24782.91,2.0,4.0,6.513275404524029,6357.20623501199,Fast Moving
MDU,GL-05170,2024-08-17,B,22KT,G CHAIN,KERALA,CA R,18.0,1.0,12.03,68749.71,36.0,YUGESH MOULI,63072.28,10.0,12.0,8.258114834229856,5714.855361596011,Slow Moving
CBT,GL-01474,2024-08-01,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,24.0,130749.85,20.0,RAJAPRABHU,122100.0,20.0,24.0,6.6155716431032285,5447.910416666667,Fast Moving
CBT,GL-01481,2024-08-01,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,16.06,89250.38,20.0,THANGARAJ,82944.56,14.0,16.0,7.065314455804004,5557.308841843089,Fast Moving
CNI,GL-03262,2024-08-03,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,8.0,45249.84,22.0,ARUNACHALAM,43200.0,6.0,8.0,4.530049167024671,5656.23,Fast Moving
MDU,GL-04487,2024-08-03,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,32.07,171750.02,9.0,KARMEGAM,161897.16,28.0,32.0,5.73674460125244,5355.473027751793,Fast Moving
CBT,GL-01571,2024-08-03,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,8.08,45549.92,9.0,RAJAPRABHU,43594.5,6.0,8.0,4.2929164310277566,5637.366336633663,Fast Moving
CNI,GL-03319,2024-08-03,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,7.98,41062.71,58.0,ZINIYA,43212.28,6.0,8.0,-5.2348468963689925,5145.703007518797,Slow Moving
MDU,GL-04608,2024-08-05,E,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,23.89,132461.76,483.0,RAMAMOORTHY,112228.0,20.0,24.0,15.275170736067532,5544.652992884052,Slow Moving
CNI,GL-03526,2024-08-06,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,32.1,174250.36,12.0,RAMANATHAN,162044.44,28.0,32.0,7.004817665799935,5428.360124610591,Fast Moving
MDU,GL-04716,2024-08-07,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,15.99,88885.95,13.0,RAMAMOORTHY,82602.66,14.0,16.0,7.0689349666623285,5558.846153846153,Fast Moving
MDU,GL-04864,2024-08-09,H,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,6.06,36950.03,9.0,LALITHA,34319.67,4.0,6.0,7.118695167500542,6097.364686468647,Fast Moving
MDU,GL-04884,2024-08-10,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,15.99,91253.49,16.0,KAVITHA,82602.66,14.0,16.0,9.479999066337081,5706.909943714822,Fast Moving
CNI,GL-04222,2024-08-18,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,15.99,88908.68,37.0,KAMATCHI,82602.66,14.0,16.0,7.0926933118341084,5560.267667292057,Slow Moving
CNI,GL-04231,2024-08-18,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,16.01,91461.04,37.0,RAMANATHAN,82697.34,14.0,16.0,9.58189410485601,5712.744534665833,Slow Moving
MDU,GL-05228,2024-08-19,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,24.02,137750.13,25.0,RAMAMOORTHY,122199.94,20.0,24.0,11.288693520652213,5734.809741881765,Fast Moving
MDU,GL-05326,2024-08-21,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,16.0,90167.63,27.0,SILAMBARASAN,82650.0,14.0,16.0,8.337393363893456,5635.476875,Fast Moving
MDU,GL-05389,2024-08-22,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,40.08,208749.91,77.0,RAMAMOORTHY,201958.13,36.0,40.0,3.2535487081168073,5208.331087824352,Slow Moving
CNI,GL-04390,2024-08-23,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,15.9,86250.0,42.0,SURYA,82155.56,14.0,16.0,4.747176811594206,5424.528301886792,Slow Moving
CBT,GL-01986,2024-08-25,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,8.07,45549.74,31.0,RAVIKUMAR,43547.16,6.0,8.0,4.396468563816159,5644.329615861214,Slow Moving
CNI,GL-03198,2024-08-02,F,22KT,G CHAIN,COIMBATORE,C DC,18.0,1.0,25.06,138180.2,1.0,KAMATCHI,130985.44,24.0,28.0,5.206795184838355,5513.974461292898,Fast Moving
CNI,GL-03311,2024-08-03,A,22KT,G CHAIN,COIMBATORE,C DC,24.0,1.0,40.05,214749.97,197.0,SURYA,188902.0,36.0,40.0,12.036309015549572,5362.046691635456,Slow Moving
CBT,GL-01578,2024-08-03,E,22KT,G CHAIN,COIMBATORE,C DC,18.0,1.0,24.3,133750.19,375.0,RAJAPRABHU,110839.0,20.0,24.0,17.129837348268442,5504.12304526749,Slow Moving
MDU,GL-04682,2024-08-06,F,22KT,G CHAIN,COIMBATORE,C DC,24.0,1.0,39.8,219701.45,79.0,RAMAMOORTHY,202995.84,36.0,40.0,7.603777762959696,5520.136934673367,Slow Moving
CBT,GL-01661,2024-08-07,F,22KT,G CHAIN,COIMBATORE,C DC,24.0,1.0,32.05,173687.65,19.0,RAVIKUMAR,164182.44,28.0,32.0,5.472588292834863,5419.271450858035,Fast Moving
MDU,GL-04874,2024-08-10,F,22KT,G CHAIN,COIMBATORE,C DC,24.0,1.0,24.12,136431.48,22.0,RAMAMOORTHY,124488.41,20.0,24.0,8.75389609494818,5656.363184079602,Fast Moving
CBT,GL-01709,2024-08-10,F,22KT,G CHAIN,COIMBATORE,C DC,18.0,1.0,16.15,89600.13,22.0,RAVIKUMAR,84589.96,14.0,16.0,5.591699476328882,5547.995665634676,Fast Moving
CNI,GL-04296,2024-08-19,F,22KT,G CHAIN,COIMBATORE,C DC,18.0,1.0,16.19,89450.06,31.0,RAMANATHAN,84789.14,14.0,16.0,5.210639322097714,5525.019147621988,Slow Moving
CNI,GL-04376,2024-08-22,I_9,22KT,G CHAIN,COIMBATORE,C DC,24.0,1.0,24.21,129487.9,297.0,RAMANATHAN,116135.0,20.0,24.0,10.312083213952805,5348.529533250722,Slow Moving
MDU,GL-04320,2024-08-03,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,7.9,45628.98,35.0,MANOJ KUMAR,43095.82,6.0,8.0,5.55164722069177,5775.8202531645575,Slow Moving
CNI,GL-03243,2024-08-03,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,19.96,108749.98,148.0,MANIKANDAN,3750.0,18.0,20.0,96.55172350376525,5448.395791583166,Slow Moving
CNI,GL-03292,2024-08-03,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,7.98,45750.0,12.0,RAMANATHAN,42661.56,6.0,8.0,6.750688524590169,5733.082706766917,Fast Moving
CNI,GL-03328,2024-08-04,A,22KT,G CHAIN,COIMBATORE,C CH,24.0,1.0,23.96,130433.97,35.0,RAMANATHAN,123073.34,20.0,24.0,5.643184823708122,5443.821786310517,Slow Moving
MDU,GL-04736,2024-08-07,A,22KT,G CHAIN,COIMBATORE,C CH,24.0,1.0,11.85,70001.94,38.0,YUGESH MOULI,62763.46,10.0,12.0,10.340399137509621,5907.33670886076,Slow Moving
CBT,GL-01677,2024-08-08,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,8.18,46850.32,17.0,RAVIKUMAR,43636.8,6.0,8.0,6.8591207061125665,5727.422982885086,Fast Moving
CBT,GL-01715,2024-08-11,A,22KT,G CHAIN,COIMBATORE,C CH,24.0,1.0,32.15,177204.32,43.0,THANGARAJ,163863.14,28.0,32.0,7.5286990746049485,5511.798444790047,Slow Moving
CBT,GL-01727,2024-08-11,A,22KT,G CHAIN,COIMBATORE,C CH,20.0,1.0,16.13,90153.05,43.0,RAJAPRABHU,84080.61,14.0,16.0,6.735701121592672,5589.1537507749545,Slow Moving
MDU,GL-04967,2024-08-12,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,8.64,50148.0,130.0,RAMAMOORTHY,47024.5,8.0,10.0,6.228563452181542,5804.166666666666,Slow Moving
CBT,GL-01779,2024-08-14,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,8.13,45054.61,23.0,THANGARAJ,43394.28,6.0,8.0,3.6851500878600474,5541.7724477244765,Fast Moving
MDU,GL-05189,2024-08-18,F,22KT,G CHAIN,COIMBATORE,C CH,24.0,1.0,24.02,132050.45,100.0,KAVITHA,125786.4,20.0,24.0,4.743679404348881,5497.520815986678,Slow Moving
MDU,GL-05191,2024-08-18,A,22KT,G CHAIN,COIMBATORE,C CH,24.0,1.0,40.38,218749.56,175.0,KAVITHA,3750.0,36.0,40.0,98.28571083754409,5417.274888558692,Slow Moving
CBT,GL-01886,2024-08-21,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,20.0,111750.21,166.0,RAVIKUMAR,3750.0,18.0,20.0,96.64430160802382,5587.5105,Slow Moving
CNI,GL-04370,2024-08-22,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,15.95,88718.67,31.0,ZINIYA,81526.68,14.0,16.0,8.10651241728489,5562.299059561129,Slow Moving
MDU,GL-05459,2024-08-24,A,22KT,G CHAIN,COIMBATORE,C CH,20.0,1.0,24.05,131483.86,56.0,KAVITHA,123521.29,20.0,24.0,6.055929602310119,5467.104365904365,Slow Moving
CNI,GL-03709,2024-08-09,F,22KT,G CHAIN,COIMBATORE,C FC,24.0,1.0,32.5,167600.19,91.0,ANISH,168873.4,28.0,32.0,-0.7596709765066447,5156.928923076923,Slow Moving
MDU,GL-04920,2024-08-11,F,22KT,G CHAIN,COIMBATORE,C FC,18.0,1.0,15.95,91581.14,10.0,RAMAMOORTHY,84731.54,14.0,16.0,7.479269203244256,5741.764263322884,Fast Moving
MDU,GL-05128,2024-08-16,F,22KT,G CHAIN,COIMBATORE,C FC,18.0,1.0,38.96,221749.87,15.0,BALAMURUGAN,201562.5,36.0,40.0,9.10366711827159,5691.731776180698,Fast Moving
MDU,GL-05435,2024-08-24,F,22KT,G CHAIN,COIMBATORE,C FC,18.0,1.0,16.01,91408.2,23.0,RAMAMOORTHY,85039.9,14.0,16.0,6.966880433046492,5709.4440974391,Fast Moving
CNI,GL-04501,2024-08-24,F,22KT,G CHAIN,COIMBATORE,C FC,24.0,1.0,24.06,129842.06,23.0,KAMATCHI,125908.14,20.0,24.0,3.0297732491305194,5396.594347464672,Fast Moving
MDU,GL-05496,2024-08-25,F,22KT,G CHAIN,COIMBATORE,C FC,24.0,1.0,30.46,170712.21,24.0,KARTHICK,164293.56,28.0,32.0,3.759924377992643,5604.47176625082,Fast Moving
MDU,GL-05160,2024-08-17,H_8,22KT,G CHAIN,COIMBATORE,KOLUS,18.0,1.0,15.78,92750.43,285.0,RAMAMOORTHY,69267.0,14.0,16.0,25.31894461297915,5877.720532319391,Slow Moving
CNI,GL-04218,2024-08-17,A,22KT,G CHAIN,COIMBATORE,KOLUS,18.0,1.0,9.53,51249.62,607.0,ARUNACHALAM,45791.0,8.0,10.0,10.651044827259211,5377.714585519413,Slow Moving
MDU,GL-04201,2024-08-01,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,16.03,86970.29,7.0,MANOJ KUMAR,82797.28,14.0,16.0,4.798201776721677,5425.470368059887,Fast Moving
CBT,GL-01526,2024-08-03,A,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,7.69,45349.65,48.0,RAJAPRABHU,3750.0,6.0,8.0,91.73091743817207,5897.22366710013,Slow Moving
CBT,GL-01533,2024-08-03,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.4,48319.53,22.0,RAVIKUMAR,45172.5,6.0,8.0,6.51295656228444,5752.325,Fast Moving
CNI,GL-03294,2024-08-03,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,16.0,87950.4,22.0,ARUN PANDIAN,82650.0,14.0,16.0,6.026578617038688,5496.9,Fast Moving
CNI,GL-03301,2024-08-03,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,16.14,87550.1,108.0,PRABU KUMAR,86922.9,14.0,16.0,0.7163898156598468,5424.4175960346965,Slow Moving
CNI,GL-03305,2024-08-03,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,20.21,110553.8,9.0,GOWTHAM,103411.22,18.0,20.0,6.46072771808839,5470.2523503216225,Fast Moving
MDU,GL-04693,2024-08-06,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,23.93,129149.86,12.0,KAVITHA,121752.84,20.0,24.0,5.727470397567604,5396.985374007522,Fast Moving
MDU,GL-04823,2024-08-09,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.36,48750.44,15.0,LALITHA,44977.88,6.0,8.0,7.738514770328236,5831.392344497608,Fast Moving
MDU,GL-04940,2024-08-11,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.24,47540.18,30.0,RAMAMOORTHY,44383.5,6.0,8.0,6.640025342773208,5769.439320388349,Fast Moving
CNI,GL-03913,2024-08-12,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.19,47399.78,18.0,KAMATCHI,44136.28,6.0,8.0,6.885053052988854,5787.518925518926,Fast Moving
MDU,GL-04975,2024-08-12,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,7.66,46126.54,18.0,RAMAMOORTHY,43347.28,6.0,8.0,6.025294765226271,6021.741514360313,Fast Moving
CBT,GL-01757,2024-08-13,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.17,47449.53,19.0,RAJAPRABHU,44036.34,6.0,8.0,7.193306235067033,5807.776009791922,Fast Moving
MDU,GL-05037,2024-08-13,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.06,47004.7,19.0,KAMESH,43494.56,6.0,8.0,7.467636215101893,5831.848635235731,Fast Moving
CNI,GL-04064,2024-08-14,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,15.94,89725.77,20.0,KAMATCHI,82355.44,14.0,16.0,8.214284480367235,5628.9692597239655,Fast Moving
CBT,GL-01788,2024-08-15,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.06,46940.2,21.0,RAJAPRABHU,45125.16,6.0,8.0,3.866707001674458,5823.846153846153,Fast Moving
MDU,GL-05188,2024-08-18,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,8.04,47968.89,24.0,SILAMBARASAN,43394.62,6.0,8.0,9.53590962809437,5966.279850746269,Fast Moving
MDU,GL-05253,2024-08-19,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,12.03,67660.58,38.0,RAMAMOORTHY,63072.28,10.0,12.0,6.78134890360089,5624.320864505404,Slow Moving
CBT,GL-01884,2024-08-21,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,16.18,80690.09,40.0,RAVIKUMAR,83538.94,14.0,16.0,-3.530607042327014,4987.026576019777,Slow Moving
CNI,GL-04363,2024-08-21,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,24.0,129750.04,126.0,KAMATCHI,127423.92,20.0,24.0,1.7927701602249952,5406.251666666666,Slow Moving
CNI,GL-04364,2024-08-21,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,16.08,88290.48,216.0,KAMATCHI,78428.0,14.0,16.0,11.170490861528895,5490.701492537314,Slow Moving
MDU,GL-05360,2024-08-22,B,22KT,G CHAIN,COIMBATORE,UTHAP,24.0,1.0,32.05,173155.42,28.0,LALITHA,161797.22,28.0,32.0,6.559540556108501,5402.665210608425,Fast Moving
CBT,GL-01982,2024-08-24,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,16.03,87749.68,219.0,THANGARAJ,78196.0,14.0,16.0,10.887424318812323,5474.091079226449,Slow Moving
CNI,GL-03103,2024-08-01,B,22KT,G CHAIN,COIMBATORE,IPL C,24.0,1.0,39.67,210680.31,106.0,KAMATCHI,208285.65,36.0,40.0,1.136632084887289,5310.822031762036,Slow Moving
CNI,GL-03148,2024-08-02,A,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,8.36,47349.87,127.0,RAMANATHAN,45649.12,6.0,8.0,3.5918789217372717,5663.860047846891,Slow Moving
MDU,GL-04366,2024-08-03,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,12.07,67349.54,22.0,RAMAMOORTHY,63272.16,10.0,12.0,6.05405768175995,5579.912178956089,Fast Moving
CNI,GL-03257,2024-08-03,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,8.0,45549.84,9.0,KAMATCHI,43200.0,6.0,8.0,5.158832610608504,5693.73,Fast Moving
CBT,GL-01765,2024-08-13,E,22KT,G CHAIN,COIMBATORE,IPL C,24.0,1.0,47.96,262003.11,386.0,RAJAPRABHU,210866.0,44.0,48.0,19.51774923587739,5462.950583819849,Slow Moving
CBT,GL-01820,2024-08-18,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,12.56,70004.28,123.0,RAVIKUMAR,68505.91,10.0,12.0,2.140397701397679,5573.589171974522,Slow Moving
CNI,GL-04230,2024-08-18,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,16.24,92750.12,24.0,MANIKANDAN,83833.5,14.0,16.0,9.613594030929551,5711.214285714286,Fast Moving
CNI,GL-04338,2024-08-20,A,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,11.83,66314.06,611.0,RAMANATHAN,62181.0,10.0,12.0,6.2325546045589695,5605.584108199492,Slow Moving
CBT,GL-01888,2024-08-21,E,22KT,G CHAIN,COIMBATORE,IPL C,24.0,1.0,40.28,214750.32,394.0,RAJAPRABHU,177700.0,36.0,40.0,17.252742626879442,5331.437934458789,Slow Moving
MDU,GL-04244,2024-08-01,D,22KT,G CHAIN,CASTING,CASTI,21.0,1.0,27.73,153750.43,112.0,RAMAMOORTHY,148165.36,24.0,28.0,3.6325556943157866,5544.552109628561,Slow Moving
CNI,GL-03988,2024-08-13,D,22KT,G CHAIN,CASTING,CASTI,18.0,1.0,13.55,77702.24,287.0,SELCIYA DEVI,68205.0,12.0,14.0,12.222607739493744,5734.482656826568,Slow Moving
MDU,GL-05270,2024-08-20,D,22KT,G CHAIN,CASTING,CASTI,18.0,1.0,4.21,29749.5,131.0,KAVITHA,25677.0,2.0,4.0,13.68930570261685,7066.389548693587,Slow Moving
CNI,GL-04392,2024-08-23,D,22KT,G CHAIN,CASTING,CASTI,21.0,1.0,26.94,148466.88,134.0,KAMATCHI,150871.34,24.0,28.0,-1.6195261865811363,5511.020044543429,Slow Moving
CNI,GL-03268,2024-08-03,O,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,11.81,67074.53,116.0,VENKATESH,63336.75,10.0,12.0,5.572577251007199,5679.469093988146,Slow Moving
MDU,GL-04442,2024-08-03,C,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,11.27,68749.97,108.0,KARMEGAM,61290.69,10.0,12.0,10.84986655266904,6100.263531499557,Slow Moving
MDU,GL-04476,2024-08-03,O,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,15.53,87750.15,233.0,RAMAMOORTHY,3750.0,14.0,16.0,95.72650303161875,5650.363811976819,Slow Moving
CNI,GL-03606,2024-08-07,C,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,10.4,51849.84,192.0,PRABU KUMAR,50858.0,8.0,10.0,1.9129085065643339,4985.561538461538,Slow Moving
MDU,GL-04948,2024-08-11,E,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,12.76,76749.89,241.0,KAVITHA,3750.0,12.0,14.0,95.11399951192112,6014.881661442007,Slow Moving
CNI,GL-04356,2024-08-21,O,22KT,G CHAIN,BOMBAY,BY CH,24.0,1.0,8.35,48749.69,252.0,RAMANATHAN,3750.0,6.0,8.0,92.30764339219388,5838.286227544911,Slow Moving
MDU,GL-05357,2024-08-21,D,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,8.73,51699.06,7.0,KAVITHA,49007.4,8.0,10.0,5.206400271107436,5921.999999999999,Fast Moving
CNI,GL-04585,2024-08-25,D,22KT,G CHAIN,BOMBAY,BY CH,18.0,1.0,8.05,45312.08,11.0,SELCIYA DEVI,45481.2,6.0,8.0,-0.373233804318838,5628.829813664596,Fast Moving
CBT,GL-01492,2024-08-01,E,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,12.12,67749.6,513.0,RAJAPRABHU,58345.0,10.0,12.0,13.881410369950531,5589.90099009901,Slow Moving
CNI,GL-03299,2024-08-03,O,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,8.66,51258.26,515.0,GOWTHAM,42759.0,8.0,10.0,16.58124953909868,5918.96766743649,Slow Moving
MDU,GL-04755,2024-08-08,A,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,8.09,47950.07,86.0,LALITHA,43686.41,6.0,8.0,8.891874401851751,5927.079110012361,Slow Moving
CNI,GL-03749,2024-08-10,O,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,4.38,27249.86,522.0,ARUNACHALAM,23480.0,2.0,4.0,13.834419699770937,6221.429223744292,Slow Moving
CNI,GL-04085,2024-08-14,O,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,13.21,77750.07,127.0,KAMATCHI,70397.7,12.0,14.0,9.456415923484068,5885.697956093868,Slow Moving
MDU,GL-05141,2024-08-17,D,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,13.91,80349.8,3.0,RAMAMOORTHY,75861.6,12.0,14.0,5.585825975920285,5776.405463695183,Fast Moving
CNI,GL-04284,2024-08-19,D,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,11.91,69058.18,5.0,ARUN PANDIAN,65493.6,10.0,12.0,5.16170568063044,5798.33585222502,Fast Moving
CNI,GL-04542,2024-08-24,O,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,8.3,51281.59,9.0,RAVICHANDRAN,46530.16,6.0,8.0,9.265371842019706,6178.504819277107,Fast Moving
MDU,GL-05460,2024-08-24,O,22KT,G CHAIN,BOMBAY,B FA C,18.0,1.0,13.68,78501.31,9.0,YUGESH MOULI,74263.28,12.0,14.0,5.398674238684678,5738.399853801169,Fast Moving
MDU,GL-05394,2024-08-23,A,22KT,G CHAIN,BOMBAY,RU C,18.0,1.0,8.64,49250.1,1.0,SELVAM,46067.2,8.0,10.0,6.462727994460928,5700.243055555555,Fast Moving
MDU,GL-05173,2024-08-17,C,22KT,G CHAIN,EXCLUSIVE,RA C,18.0,1.0,11.25,82065.62,122.0,RAMAMOORTHY,63969.81,10.0,12.0,22.05041526524749,7294.721777777778,Slow Moving
CNI,GL-03496,2024-08-05,D,22KT,G CHAIN,EXCLUSIVE,IT C,18.0,1.0,3.2,21250.47,116.0,RAMANATHAN,20415.38,2.0,4.0,3.9297483773300077,6640.771875,Slow Moving
CNI,GL-03914,2024-08-12,A,22KT,G CHAIN,EXCLUSIVE,IT C,18.0,1.0,3.76,24920.41,35.0,RAMANATHAN,22945.93,2.0,4.0,7.923144121625605,6627.768617021277,Slow Moving
MDU,GL-05298,2024-08-20,D,22KT,G CHAIN,EXCLUSIVE,IT C,24.0,1.0,33.28,198749.5,6.0,KARTHICK,175372.8,32.0,36.0,11.76189122488359,5972.040264423077,Fast Moving
MDU,GL-05380,2024-08-22,A,22KT,G CHAIN,EXCLUSIVE,IT C,18.0,1.0,19.35,111760.36,45.0,YUGESH MOULI,102540.24,18.0,20.0,8.249901843551681,5775.729198966408,Slow Moving
MDU,GL-05171,2024-08-17,O_15,22KT,G CHAIN,GEMSTONE,KA C,18.0,1.0,8.08,32819.57,247.0,RAMAMOORTHY,3750.0,6.0,8.0,88.57389051715181,4061.8279702970294,Slow Moving
CNI,GL-03234,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BOLE,24.0,1.0,4.04,25751.9,120.0,ARUNACHALAM,24150.31,3.0,4.0,6.219308089888513,6374.232673267327,Slow Moving
MDU,GL-04345,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BOLE,18.0,1.0,6.0,37249.72,120.0,KAVITHA,34047.5,4.0,6.0,8.596628377340826,6208.286666666667,Slow Moving
CBT,GL-01543,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BOLE,22.0,1.0,4.07,23433.3,120.0,RAJAPRABHU,24304.46,3.0,4.0,-3.717615530036315,5757.567567567567,Slow Moving
MDU,GL-04514,2024-08-04,P_16,22KT,G RING,HANDCRAFTED,BOLE,27.0,1.0,8.03,46995.4,55.0,KAMESH,44315.55,6.0,8.0,5.702366614604831,5852.4782067247825,Slow Moving
CBT,GL-01662,2024-08-07,P_16,22KT,G RING,HANDCRAFTED,BOLE,19.0,1.0,3.01,20249.88,58.0,JAYADHARSHINI,18954.1,2.0,3.0,6.3989514999595185,6727.534883720931,Slow Moving
CBT,GL-01684,2024-08-08,P_16,22KT,G RING,HANDCRAFTED,BOLE,21.0,1.0,4.07,25450.14,125.0,RAVIKUMAR,24304.46,3.0,4.0,4.501664823847729,6253.10565110565,Slow Moving
MDU,GL-04919,2024-08-11,P_16,22KT,G RING,HANDCRAFTED,BOLE,18.0,1.0,6.03,36024.13,1.0,SHANMUGANATHAN,35039.02,4.0,6.0,2.734583735956984,5974.150912106135,Fast Moving
CBT,GL-01725,2024-08-11,P_16,22KT,G RING,HANDCRAFTED,BOLE,24.0,1.0,4.06,26249.75,62.0,RAVIKUMAR,24261.45,3.0,4.0,7.574548329031702,6465.455665024631,Slow Moving
